Date,TEMP,HUMI,RAIN,WIND,AIRP,SOLA,SUNH
2017/5/30,26.3,81,0,8.3,1009.4,21.51,7.4
2017/5/31,28,80,0,6.5,1006.6,27.04,11.5
2017/6/1,28.8,84,0,10,1003.2,11.85,1.3
2017/6/2,29.1,86,0,9.5,1002.6,8.58,0.5
2017/6/3,29.9,83,0,8.5,1002.7,21.85,6.2
2017/6/4,29.8,82,0,6.4,1003.6,9.44,1.5
2017/6/5,30,80,0,8,1006.2,18.7,5.2
2017/6/6,29.9,80,0,7,1009.2,20.57,6.5
2017/6/7,29.9,80,5.6,7,1010,26.98,10.3
2017/6/8,29.6,80,0,10.9,1009.9,22.67,8.3
2017/6/9,29.3,80,1.9,10.8,1009.2,22.51,7.8
2017/6/10,29.9,78,0,7.5,1008.3,21.66,8.7
2017/6/11,29.8,78,0,7.1,1007,21,8.7
2017/6/12,27.6,85,41.6,16.4,1001.9,17.54,4.4
2017/6/13,26.2,94,203.7,9.8,1006.2,2.12,0
2017/6/14,28.1,86,18.9,7.3,1008.6,6.78,0
2017/6/15,29.1,83,17.5,8.2,1007.6,14.42,3
2017/6/16,28.6,87,21.8,10.8,1005.1,4.84,0
2017/6/17,25.5,96,129.8,3.5,1003.7,2.94,0
2017/6/18,26,93,28.6,5.3,1004.7,6.11,0
2017/6/19,26.2,92,35.5,4.8,1005.3,7.08,0.3
2017/6/20,26.3,91,28.7,4.2,1005.1,4.84,0.2
2017/6/21,27.1,90,76.1,5.5,1005.3,4.86,0.4
2017/6/22,29.2,81,0.5,7.6,1007.8,18.16,5.6
2017/6/23,28.7,84,13.3,4.9,1007.7,15.87,5.2
2017/6/24,28.4,86,13.9,5.5,1006.3,17.32,6.1
2017/6/25,29.2,80,3.9,6.4,1006.9,22.74,8.4
2017/6/26,29.5,80,0.5,6,1008.4,21.4,6.3
2017/6/27,29.4,81,0.7,6.3,1009.5,16.66,5.1
2017/6/28,29.6,77,0,7.6,1010.2,26.97,10.7
2017/6/29,29.3,78,0,7.3,1009.7,22.86,8.8
2017/6/30,29.4,75,0,6.6,1007.8,23.34,9.4
2017/7/1,28.8,79,9.1,7.6,1006.3,17.43,5.5
2017/7/2,28.5,84,8.7,8,1005.8,7.6,0.9
2017/7/3,28.2,84,10.7,10.2,1006.1,11,1.3
2017/7/4,26.4,91,30.5,8,1008.4,11.11,2.3
2017/7/5,27.9,87,31.2,8.6,1009.3,17.94,5.9
2017/7/6,27.1,91,18.1,9.4,1008.1,7.26,1
2017/7/7,27.2,87,33.5,6.3,1008.5,12.53,2.4
2017/7/8,27.3,91,14.2,4,1009.9,5.85,0.1
2017/7/9,29.1,81,1.5,5.6,1009.7,21.02,7.4
2017/7/10,29.1,78,0.2,4.9,1008.5,17.38,5.9
2017/7/11,29.5,78,0,7,1010.1,24.39,9.6
2017/7/12,29.4,79,0,7.2,1011,21.89,7.4
2017/7/13,29.8,79,0.4,8.3,1008.8,25.15,9.7
2017/7/14,29.1,81,7.4,10.5,1007.6,23.94,8.3
2017/7/15,28.6,82,9.4,13,1007.4,18.83,5.1
2017/7/16,27.4,88,32.7,13.5,1007.8,7.28,0.6
2017/7/17,25.9,94,178.5,8,1008.9,5.95,0.3
2017/7/18,25.9,93,132,8.3,1011.2,3.9,0
2017/7/19,27.6,88,12.2,7.2,1009.3,21.14,7.1
2017/7/20,28.7,83,0.4,9.8,1008.6,19.29,6.3
2017/7/21,29.2,80,0.6,10.3,1009.4,21.72,7.2
2017/7/22,29.1,79,3.4,6.9,1008.8,23.13,8.4
2017/7/23,27.1,86,35.8,8.6,1005.7,5.16,0.1
2017/7/24,27.9,88,3.4,8.8,1005.5,15.79,4.6
2017/7/25,29.4,80,0.4,9.8,1005.1,26.27,10.4
2017/7/26,29.6,77,0,6.2,1004.1,26.45,10.1
2017/7/27,28.8,79,0.2,10,1003.4,10.45,2.9
2017/7/28,30.2,71,0,8.9,1003.6,25.04,10.2
2017/7/29,30.9,72,0,6.3,999.9,19.54,7.3
2017/7/30,32,73,0,7.8,996,23.45,11
2017/7/31,30.6,80,0,7.7,997.9,15.07,3.6
2017/8/1,30.3,82,7.4,8.4,1001.4,15.34,4.6
2017/8/2,28.9,84,29.4,6.4,1002.2,11.37,1.9
2017/8/3,27.6,88,86.9,4.9,1001.8,11.04,0.9
2017/8/4,27.3,89,17,6.3,1003,7.55,1.4
2017/8/5,29.8,80,0.3,4.3,1005.5,21.49,8.9
2017/8/6,30.3,79,0,8.5,1006.4,26.17,11
2017/8/7,30.4,79,2.4,7.8,1006.3,26.09,10.3
2017/8/8,30.4,78,1,6.7,1006.6,23.23,8.3
2017/8/9,29.4,83,15.5,6.6,1006.1,11.24,1.6
2017/8/10,29.3,84,5,7.5,1006.1,12.82,2.5
2017/8/11,29.9,80,1.8,8.4,1007.6,14.21,5
2017/8/12,30.1,76,0,9.2,1008.7,24.05,9.9
2017/8/13,29.8,76,0,8.6,1009.1,23.61,8.6
2017/8/14,29.8,76,0,8.3,1008.8,22.99,9.4
2017/8/15,29.5,76,0,8.8,1008.4,23.92,9.6
2017/8/16,29.2,77,0,8.1,1008.3,17.96,7.3
2017/8/17,29.7,75,0,7,1009.1,21.83,10.3
2017/8/18,29.8,77,0,4.1,1010.3,20.18,7.9
2017/8/19,30.2,71,0,4.6,1009.8,24.65,10.2
2017/8/20,30.3,75,0,7.1,1007.1,25.47,10.2
2017/8/21,31.2,73,0,8.6,1003.2,23.55,10.1
2017/8/22,31,75,2.3,8.3,999.7,18.32,7.3
2017/8/23,26.6,88,68.5,22.2,996.9,2.22,0.1
2017/8/24,29,86,0,13.6,1007.8,21.09,7
2017/8/25,28.7,82,0,7.9,1008.3,17.34,5.9
2017/8/26,29.5,71,7.1,12,1006.4,25.58,9.9
2017/8/27,25.2,94,189,21.8,1004.3,1.5,0
2017/8/28,25.1,95,104.6,6.2,1010.2,2.97,0
2017/8/29,28.1,78,0.1,5.4,1010.1,24.59,11.1
2017/8/30,28.7,78,0.4,5.7,1008.3,15.74,7.3
2017/8/31,28.9,75,2.4,4.3,1007.3,17.33,6.9
2017/9/1,28,82,7.7,5,1005.6,11.11,2.4
2017/9/2,27.9,84,1.7,5,1004.5,11.18,1.1
2017/9/3,27.2,89,30.7,8.8,1005.4,8.61,0.8
2017/9/4,26,91,41.6,9.8,1006.7,5.63,0.2
2017/9/5,28.1,87,7.3,5,1008.5,10.46,2.6
2017/9/6,29,82,0,4.2,1007.5,17.36,7.2
2017/9/7,28.3,83,1.4,4.3,1008.2,9.01,1.1
2017/9/8,28.3,83,0.8,5.8,1009.3,15.32,6.5
2017/9/9,27.7,88,33.6,4.9,1009,12.98,4
2017/9/10,28.9,82,0.1,6.7,1010.1,21.99,8.3
2017/9/11,29.8,75,0,6.7,1009.7,22.85,10.8
2017/9/12,30.2,74,0,5.6,1009.3,13.89,5.8
2017/9/13,29.7,72,0,12.4,1009.5,19.15,8.6
2017/9/14,28.7,63,0,13.5,1008.5,17.82,6.8
2017/9/15,29.2,76,0,7.9,1009.5,15.96,4.9
2017/9/16,30.1,72,0,6.9,1009.9,20.83,10.6
2017/9/17,30,72,0,5.6,1009.4,16.75,8.5
2017/9/18,29.3,75,0,8,1009.8,22.55,10.9
2017/9/19,28.8,75,0,9.8,1010.2,22.21,9.3
2017/9/20,29,78,0.1,7.3,1009.3,16.12,6.8
2017/9/21,28.9,79,0.1,7.8,1008.6,15.01,7.9
2017/9/22,28.8,82,25.6,10.5,1009.9,17.39,6.9
2017/9/23,28.7,84,41.6,11,1010.8,16.63,5.5
2017/9/24,28.7,82,3.4,15.1,1008.8,9.99,2.4
2017/9/25,29.1,82,0.5,9.9,1010.1,15.48,5.4
2017/9/26,29.6,78,0,5.5,1011,20.13,9.6
2017/9/27,29.7,79,0,5.1,1009.6,14.69,7.9
2017/9/28,29.9,72,0,6.8,1009.2,21.67,10.9
2017/9/29,29.8,78,0,12.5,1012.2,21.42,8.9
2017/9/30,28,85,35.5,12.9,1013.7,10.38,4.5
2017/10/1,28.2,85,12.1,13.8,1011.7,11.23,2.9
2017/10/2,28.9,83,8,11,1011.1,20.73,8.7
2017/10/3,29.7,79,0,8.9,1012.3,21.62,9.7
2017/10/4,28.3,82,21.8,13.4,1014,9.9,2.4
2017/10/5,28.1,76,0.1,13.4,1013.3,15.27,6.7
2017/10/6,28.5,75,0.7,12.1,1013.1,18.67,8.9
2017/10/7,28.9,74,0,13.5,1013,18.83,8.5
2017/10/8,28.6,74,0,10.8,1011.8,15.49,6.8
2017/10/9,29.3,70,0,14.9,1010.1,11.57,3.8
2017/10/10,29.6,73,0,12.8,1010.8,17.68,9
2017/10/11,29.5,73,1.1,13.6,1011.2,22.74,10.4
2017/10/12,29.3,66,0,10,1009.9,19.55,8.4
2017/10/13,26.5,59,0,12.4,1007.9,22.15,10.7
2017/10/14,24.1,63,0.4,14.8,1004.5,5.82,0
2017/10/15,23.4,84,21.5,22.5,1000.3,6.11,0.3
2017/10/16,26.8,88,20.6,13.5,1008.1,7.8,1.5
2017/10/17,25.7,84,41.3,9.5,1012.2,6.53,0.6
2017/10/18,26.2,68,0,8,1013,19.99,9.6
2017/10/19,25.1,66,0,7.1,1011.9,12.95,5
2017/10/20,23.8,64,0,9.6,1012.1,14.3,4.6
2017/10/21,23.3,58,0,10.9,1012.1,20.54,10.5
2017/10/22,22.7,55,0,6.2,1012.4,19.85,10.4
2017/10/23,23.3,57,0,6.3,1015.6,16.21,7.4
2017/10/24,24.1,61,0,8.3,1018.5,19.57,10.2
2017/10/25,23.8,67,0,10.5,1018.8,19.3,10
2017/10/26,24.2,68,0,5.1,1016.3,18.61,10.3
2017/10/27,24.8,56,0,4.5,1013.9,18.94,10.5
2017/10/28,25,48,0,6.6,1014.8,18.85,10.2
2017/10/29,24,46,0,12.6,1018,18.88,10.3
2017/10/30,22.3,49,0,10.7,1020.9,18.2,10.2
2017/10/31,21.5,56,0,7.8,1019.7,18.96,10.1
2017/11/1,22.7,62,0,7.9,1017.2,19.57,10.3
2017/11/2,23.7,63,0,6,1014.3,19.35,10.3
2017/11/3,24.4,58,0,10.9,1015.5,17.73,10.2
2017/11/4,23.5,51,0.3,11.2,1018.9,10.45,1.5
2017/11/5,22.8,59,0,8.3,1018.5,15.83,8.3
2017/11/6,23.2,64,0.2,6.1,1016.4,9.91,1.5
2017/11/7,23.6,71,0.5,5.4,1016,5.55,0
2017/11/8,24.4,76,0,6.8,1015.9,8.34,1
2017/11/9,24.3,71,0,11.8,1015.8,14.76,6.2
2017/11/10,25.1,72,0,8.6,1014.9,17.56,9.2
2017/11/11,24.5,76,0,9.3,1014.1,8.24,1.5
2017/11/12,21.7,87,15.6,11.5,1013.6,3.82,0
2017/11/13,21.6,90,13.9,9.8,1013.2,3.3,0
2017/11/14,22.8,88,0.5,9.2,1014.6,6.04,0.2
2017/11/15,22.9,82,0,12.5,1016,6.55,0.1
2017/11/16,23.4,79,0,11.6,1015.1,16.65,7.9
2017/11/17,24.2,83,0,8.3,1011.6,17.2,9.8
2017/11/18,23.7,81,2.4,5.9,1012.2,7.21,3.2
2017/11/19,19.4,83,1.6,9.7,1017.7,3.36,0
2017/11/20,18.7,74,0,7.6,1018.8,6.22,0
2017/11/21,18.9,71,0,6.2,1018,6.94,0.6
2017/11/22,19.5,63,0,8.8,1016.5,16.83,9
2017/11/23,17.3,55,0,9,1019.9,13.44,5.4
2017/11/24,17.5,58,0,7.6,1022.1,11.51,3.8
2017/11/25,17.5,68,0,5.2,1021.5,5.65,0
2017/11/26,19.9,68,0,3.1,1020.2,11.29,4.7
2017/11/27,20,75,0,7.4,1018.1,8.93,0.7
2017/11/28,22.1,76,0,8.9,1017.4,9.05,2.4
2017/11/29,23.7,79,0,8.4,1016.9,13.9,5.7
2017/11/30,21.9,89,0.6,8.2,1016.9,3.56,0.8
2017/12/1,21,68,0,9.1,1018.8,10.29,3.7
2017/12/2,19.9,68,0,6.2,1019.1,14.54,8.5
2017/12/3,20.4,72,0,4.1,1017.7,14.34,7.6
2017/12/4,20,65,0,6.4,1018.3,16,9.4
2017/12/5,18.4,64,0,8.2,1020,8.11,2.7
2017/12/6,18.5,69,0,9.1,1018.5,15.49,8.8
2017/12/7,19.2,62,0,6.3,1018.2,11.45,5
2017/12/8,17.4,36,0,12.5,1021.2,16.14,9.6
2017/12/9,15.1,47,0,6.4,1019.7,14.7,9.3
2017/12/10,17.7,53,0,4.3,1018.2,13.57,7.3
2017/12/11,18.8,49,0,8.1,1018.3,15.63,9.6
2017/12/12,18.3,64,0,9.8,1018.4,10.11,2.7
2017/12/13,18.2,76,0,13.4,1017.7,4.52,0.2
2017/12/14,19.2,74,0,12,1018.1,10.57,4
2017/12/15,19.5,78,0,9,1019.2,12.53,5.2
2017/12/16,15.1,61,0,14,1023.4,13.81,6.1
2017/12/17,11.5,58,0,12.8,1026.6,6.49,0.2
2017/12/18,12.5,46,0,8.7,1025.5,16.23,9.4
2017/12/19,13.4,32,0,11.7,1025.6,15.9,7.8
2017/12/20,15.2,25,0,13,1027.3,17.41,9.2
2017/12/21,15.1,41,0,11.9,1025.7,17.52,9.4
2017/12/22,16.9,58,0,10.4,1021.2,15.21,8.9
2017/12/23,18.9,70,0,5.1,1017.5,6.51,0.3
2017/12/24,20.5,52,0,7.3,1018.1,15.62,9.4
2017/12/25,17.6,42,0,11.5,1019.8,14.97,8.6
2017/12/26,17.3,68,0,10.4,1021,13.47,7.3
2017/12/27,17.6,70,0,12.8,1021.2,16.47,9.2
2017/12/28,18.3,72,0,9,1020.7,9.26,2.9
2017/12/29,19,73,0,7.9,1021.3,16.63,9.1
2017/12/30,19.6,66,0,7.5,1021.6,16.25,8.7
2017/12/31,17.9,58,0,7.7,1021.5,16.49,9.5
2018/1/1,16.9,75,0,9,1020.5,9.99,3
2018/1/2,17.6,74,0,9,1019.3,10.18,3.6
2018/1/3,19.4,71,0,11.1,1018.5,14.62,8.4
2018/1/4,18.8,79,0.3,12,1016.7,6.88,0.6
2018/1/5,19.1,86,0.6,6.4,1015.3,6.04,0.2
2018/1/6,15.7,93,5.4,15.6,1014.6,2.07,0
2018/1/7,16.7,92,18.1,16.6,1014.3,4.28,0
2018/1/8,14.8,92,15.7,8.4,1015.2,1,0
2018/1/9,8.6,70,9.3,8.8,1023.1,3,0
2018/1/10,13,29,0,12.2,1024.9,9.28,2.9
2018/1/11,13.9,25,0,12.3,1026.1,18.11,9.3
2018/1/12,12.7,31,0,11.6,1027.1,18.46,9.8
2018/1/13,12.7,60,0,11.5,1026,18.19,9.7
2018/1/14,14.1,64,0,9.7,1022.9,18.15,9.9
2018/1/15,15.3,74,0,8.3,1018.9,17.8,9.6
2018/1/16,17.3,75,0,5,1015.4,17.33,9.6
2018/1/17,19.1,63,0,4.5,1014.4,16.78,9.8
2018/1/18,18.5,77,0,11.8,1016.6,17.36,9
2018/1/19,18.2,90,0.7,7.3,1017.8,2.82,0
2018/1/20,18.4,81,0,11.4,1016.8,15.37,7.7
2018/1/21,18.2,82,0,7.9,1015.6,11.64,4.9
2018/1/22,19.4,81,0,3.9,1013.9,13.95,8
2018/1/23,18.6,79,0,9.5,1015.3,12.85,4.7
2018/1/24,17.3,77,0,14.6,1015.5,14.94,7.7
2018/1/25,16.8,78,0,14.2,1015.7,13.73,5.7
2018/1/26,16.3,86,0,8.2,1017.2,4.73,0.2
2018/1/27,14.9,81,0,10.4,1017,8.92,1.6
2018/1/28,16.1,81,0,5,1014.7,4.18,0
2018/1/29,9.5,75,0.1,9,1020.1,3.04,0
2018/1/30,9.1,81,0.4,7,1020.4,2.05,0
2018/1/31,8.9,83,20.1,9.4,1021,4.16,0.2
2018/2/1,9.8,58,0,5.2,1022.2,7.9,2
2018/2/2,10.5,60,0,9.9,1024.6,4.14,0
2018/2/3,9.7,47,0,10.5,1025.9,5.82,0
2018/2/4,9.6,42,0,10.1,1026.1,6.25,0
2018/2/5,9.2,39,0,9.1,1026.6,10.06,1.7
2018/2/6,10.8,42,0,10.2,1023.7,18.75,10.1
2018/2/7,12.3,50,0,6.5,1021,9.87,1.4
2018/2/8,13.7,55,0,9.7,1018.8,17.1,8.1
2018/2/9,15.3,74,0,8.8,1016.5,8.41,1.4
2018/2/10,17.8,77,0,4.6,1017.4,14.92,6.9
2018/2/11,15.8,58,0,7.6,1022.7,14.78,7.1
2018/2/12,14.3,54,0,6.9,1026.4,19.39,10.3
2018/2/13,14.5,59,0,9.5,1023.8,20.41,10.5
2018/2/14,16.4,54,0,9.2,1019.1,10.41,2.3
2018/2/15,19.6,75,0,3.6,1016,13.16,4.7
2018/2/16,20.3,77,0,4,1015,19.79,10.2
2018/2/17,17.1,86,0.4,13.5,1016.9,8.3,2.7
2018/2/18,18,78,0,10,1017.6,7.26,0.4
2018/2/19,21.3,80,0,3.5,1016,10.23,2.8
2018/2/20,20.8,86,0,6.4,1014.3,10.41,1.5
2018/2/21,17.7,84,0,13.3,1014.9,5.53,0
2018/2/22,14.4,88,2.9,8.8,1018.2,1.92,0
2018/2/23,14.5,82,1.9,9.3,1019.9,7.29,1.4
2018/2/24,18.1,70,0,10.4,1019,12.38,2.8
2018/2/25,20.6,76,0,4.5,1018,15.06,4.9
2018/2/26,16.7,80,0,8.7,1019.8,5.97,0.1
2018/2/27,18.8,69,0,7.9,1017.3,20.18,8.5
2018/2/28,21.1,78,0,4.3,1013.7,16.17,6.9
2018/3/1,21.1,86,0,7,1012.5,18.2,7.4
2018/3/2,21.1,78,0,13,1012.1,16.23,5.4
2018/3/3,21.8,91,0,8.1,1011.2,9.69,0.5
2018/3/4,23.6,90,0.8,4.3,1011,6.58,0.5
2018/3/5,25,83,0,4.9,1012.4,17.26,7.9
2018/3/6,19.3,83,0,16.3,1017.2,9.68,1.8
2018/3/7,18.6,80,0,12.4,1016.7,9.55,1.1
2018/3/8,13.9,77,21.9,10.8,1019.4,3.85,0
2018/3/9,14.1,57,0,9.1,1022.8,24.94,10.7
2018/3/10,16.1,62,0,8.6,1022.1,25.29,10.8
2018/3/11,17.4,68,0,9.5,1021.5,23.93,10.7
2018/3/12,19,70,0,7.6,1019,22.25,10.7
2018/3/13,20.4,75,0,7.1,1016.7,20.94,9.2
2018/3/14,19.7,82,2.6,8.7,1014.8,3.38,0
2018/3/15,21.8,83,0,2.8,1013.2,10.52,3.3
2018/3/16,22.2,81,0,3,1014.8,20.08,9.4
2018/3/17,19,85,0,16.2,1017.3,5.3,0
2018/3/18,20.6,82,0,11.3,1016,15.54,4.9
2018/3/19,22.5,86,0,6.4,1011.7,9.72,2.5
2018/3/20,20.7,69,0.4,9.6,1013,16.12,6.2
2018/3/21,18,45,0,8.3,1016.7,25.21,11.2
2018/3/22,18.8,52,0,7.8,1016.9,23.19,10.7
2018/3/23,19.7,65,0,9.6,1018.4,23.78,11
2018/3/24,20.5,76,0,9.5,1018.9,15.72,4.7
2018/3/25,21.2,66,0,8.7,1019.4,13.39,4.3
2018/3/26,22.1,70,0,3.8,1018.3,15.75,6.8
2018/3/27,22.4,72,0,5.1,1016.2,18.01,8.2
2018/3/28,22,78,0,8.5,1014.7,21.47,8.7
2018/3/29,22.2,78,0,9,1014.3,19.84,7.1
2018/3/30,22.8,75,0,9.3,1015.4,22.84,9.9
2018/3/31,22.8,63,0,11.5,1015.5,24.91,10.6
2018/4/1,22.9,72,0,6.8,1014.5,22.33,9.7
2018/4/2,23.5,71,0,4,1013.6,21.41,10.4
2018/4/3,24,74,0,4.2,1013.6,24.17,10.8
2018/4/4,24.2,78,0,5.9,1012.7,23.39,10.5
2018/4/5,24,78,0,7.1,1011.6,19.13,8.8
2018/4/6,21.6,68,0,8.6,1015.1,9.87,4.2
2018/4/7,17.2,39,0,13.3,1023.6,7.23,0.5
2018/4/8,19.4,48,0,7.8,1020.7,25.97,11.1
2018/4/9,21.4,75,0,5.2,1017.6,24.16,10.7
2018/4/10,23.1,79,0,9.5,1014.7,18.33,8
2018/4/11,24.1,84,0,6.5,1012.3,12.24,2.2
2018/4/12,25.2,82,0,6.8,1011.1,13.77,5.3
2018/4/13,26.3,80,0,8.5,1011.7,17.88,6
2018/4/14,26.4,79,0,6.4,1011.3,11.07,2
2018/4/15,20.7,83,23.1,8.8,1014.2,5.34,0.9
2018/4/16,17.8,86,2.4,6.1,1016.5,2.26,0
2018/4/17,19.4,80,0.2,6.8,1017.1,8.59,0.5
2018/4/18,21.9,77,0.1,9.4,1015.8,14.4,3.1
2018/4/19,22.6,74,0,10.4,1014.6,21.03,8.4
2018/4/20,22.7,83,0,11.8,1014.1,8.56,0.5
2018/4/21,24.1,83,0,11.5,1013.1,17.23,4.6
2018/4/22,24.8,86,0,12.4,1011.2,18.05,4.5
2018/4/23,26.1,79,0,7.1,1009.2,19.69,7.1
2018/4/24,24.9,84,6.1,5.2,1009.9,6.58,0.4
2018/4/25,23.2,77,0,10.5,1012.1,4.02,0
2018/4/26,22.9,83,0.3,10.7,1013.6,5.66,0
2018/4/27,24.6,80,0.2,7.1,1015,12.84,1.7
2018/4/28,24.2,84,0,9.4,1015,9.61,0.7
2018/4/29,25.3,81,0,10.2,1013.3,21.98,7.8
2018/4/30,25.8,85,0,9.5,1012.9,14.51,3.1
2018/5/1,26.7,82,0.1,6.2,1012.5,17.4,6
2018/5/2,27.6,77,0,8.1,1012.4,26.16,10.4
2018/5/3,26.5,81,1.6,11.2,1014.1,17.66,7
2018/5/4,23.1,83,0.9,16,1016.1,7.94,0.8
2018/5/5,24.9,82,0.2,12.3,1015.5,16.39,4.2
2018/5/6,27.4,79,0.8,10.3,1011.3,23.01,7.8
2018/5/7,27.8,82,13.4,13.2,1007.2,13.09,2.6
2018/5/8,24.8,92,29,5.9,1008.3,6.4,0.1
2018/5/9,24,89,5.7,15.1,1012.9,2.28,0.1
2018/5/10,22.4,90,8.2,18.9,1015,5.27,0.4
2018/5/11,23.4,86,0.8,13.2,1014.2,11.12,0.2
2018/5/12,26.2,82,0,7.2,1012.3,21.06,8.1
2018/5/13,27.4,80,0,8,1011,27.31,11.1
2018/5/14,28.3,78,0,8.8,1010,27.79,10.8
2018/5/15,28.3,75,0,7.9,1009.3,19.81,7.4
2018/5/16,28.3,74,0,8,1008.8,25.02,10.6
2018/5/17,29,75,0,7.8,1008.2,25.68,9.5
2018/5/18,29.4,75,0,9.2,1007.7,25.56,10.3
2018/5/19,29.5,76,0,9.7,1007.7,26.52,11.3
2018/5/20,29.5,73,0,8.6,1008.4,27.86,11.3
2018/5/21,29.5,73,0,7.5,1009.5,24.37,9.4
2018/5/22,29.5,71,0,6.6,1010.5,18.76,8.3
2018/5/23,30.1,70,0,7.7,1009.6,25.32,11.8
2018/5/24,29.3,74,0,9.4,1009.3,16.62,5.5
2018/5/25,29.4,72,0,7.9,1008.2,21.54,8.4
2018/5/26,30.3,73,2.7,9.2,1008.3,26.92,10.9
2018/5/27,29.8,76,1.4,8.8,1008.9,24.08,9.7
2018/5/28,30,71,0,8.7,1009,25.05,10.4
2018/5/29,30.9,69,0,8.5,1009.6,27.79,12.2
2018/5/30,30.8,70,0,9.3,1009.7,25.28,8.4
2018/5/31,30.8,70,0,9.2,1009.7,27.78,11.9
2018/6/1,29.8,75,0,10.3,1009.9,16.68,5.2
2018/6/2,28.5,73,0,13.7,1010.5,24.86,10
2018/6/3,28.7,74,0,13,1008.4,22.12,8.3
2018/6/4,27.5,84,10.4,13.2,1007.4,11.88,2.1
2018/6/5,26.8,90,26,10.1,1006.8,6.63,0.3
2018/6/6,26.8,93,68.5,11.1,1005,1.85,0
2018/6/7,26.9,91,53.7,13,1004.3,4.91,0
2018/6/8,27.3,89,65.4,13,1001,6.81,0.7
2018/6/9,28.4,79,4.6,8.4,999.1,18.23,4.5
2018/6/10,30.1,67,0,8.2,1000.4,19.4,7.5
2018/6/11,30.3,57,0,6.5,1002.4,25.97,11.7
2018/6/12,26.9,87,41.1,9.1,1002.4,4.95,0
2018/6/13,26.2,94,90.2,5.9,998.2,3.71,0
2018/6/14,26.6,81,1.6,6.3,998.3,7.79,0.6
2018/6/15,26.8,74,0.1,7.5,1001.8,8.47,3
2018/6/16,27.8,68,0,14,1003.6,23.82,7.3
2018/6/17,28,70,0,12,1002.3,21.57,7.7
2018/6/18,28.7,78,0,8.8,1002,19.58,6.2
2018/6/19,29.1,80,0.1,8.8,1004.1,14.42,2.5
2018/6/20,30,79,0,8.1,1005.5,21.15,7.5
2018/6/21,29.7,81,0,7.6,1005.9,14.86,3.1
2018/6/22,27.3,88,37.2,6.9,1006.2,5.6,1.1
2018/6/23,26.5,90,33,8.5,1006.7,3.71,0.2
2018/6/24,28.5,83,17,10,1008.2,21.17,7.1
2018/6/25,27.7,85,5.5,10.2,1008.9,10.09,2.1
2018/6/26,28.9,80,3.6,7.8,1010.6,24.28,9.4
2018/6/27,28.6,80,1.2,6.1,1010,12.7,5.2
2018/6/28,29.4,76,0,9.4,1007,27.26,11.2
2018/6/29,29.9,76,0,9,1004.2,24.14,11
2018/6/30,30.3,77,0,8.7,1004.1,26.36,9.7
2018/7/1,30,77,0.2,8.9,1004.1,23.48,8.7
2018/7/2,29.2,82,6.7,8.8,1003.4,9.83,1.6
2018/7/3,29.2,83,14.3,9.2,1002.5,7.66,0.4
2018/7/4,29.9,79,6.5,11.5,1002.2,23.17,9
2018/7/5,29.4,79,2.8,9.3,1002.3,11.43,2.6
2018/7/6,29.9,79,4.2,7.3,1002.6,18.6,6
2018/7/7,28.6,84,6.8,7,1003.3,6.23,0.2
2018/7/8,28.3,85,11.2,8.8,1004.4,16.21,3.5
2018/7/9,28.1,83,11.9,12.9,1005.7,20.93,7
2018/7/10,28.4,80,4.5,10.8,1005.1,22.52,8.9
2018/7/11,29.3,74,0,7.1,1001.8,26.1,12
2018/7/12,29.2,79,1.4,10.9,1003.3,23.11,8.5
2018/7/13,26.2,92,52.8,11,1003.9,3.87,0
2018/7/14,26.8,89,45.1,17.1,1004,10.2,0.8
2018/7/15,26.3,88,70.5,18.3,1004,4.48,0.3
2018/7/16,28,79,7.1,14.9,1003.8,20.8,5.6
2018/7/17,29.6,75,10.9,13.4,1002.4,23.25,8
2018/7/18,27.4,86,28.3,17.5,1003.9,7.56,1
2018/7/19,27.7,85,10,14.7,1004.6,11.82,2.3
2018/7/20,28,85,8.9,11.2,1003.8,20.02,6.4
2018/7/21,29.3,74,0,6.9,1002.6,20.37,8
2018/7/22,28.8,77,0,8.2,1002.3,22.08,9.3
2018/7/23,27.9,87,28.6,10.9,1001.8,8.16,1
2018/7/24,29.4,81,0.1,12,1003.6,15.96,4.2
2018/7/25,29.2,82,5.6,9.4,1005.8,19.64,7.5
2018/7/26,29.1,82,2.8,8.8,1006.5,23,7.9
2018/7/27,29.2,78,0.6,8.3,1006.7,24.17,8.9
2018/7/28,29.9,75,0,7.3,1006.7,26.77,11.1
2018/7/29,29.8,73,0,6.9,1005.8,24.27,10
2018/7/30,30,74,0,8.7,1005.6,25.57,10.7
2018/7/31,30,76,1,8.8,1005.5,24.89,9.7
2018/8/1,29.5,79,6.4,8.6,1004.6,17.1,5.6
2018/8/2,29.7,79,7.3,9.3,1003.8,24.29,9.1
2018/8/3,29.7,78,0.7,9.5,1003.4,17.72,6.2
2018/8/4,29.3,80,12.7,7,1004.7,16.05,5.3
2018/8/5,29.7,78,2.8,5.5,1005.9,15.75,5.6
2018/8/6,29.6,77,0,5.3,1005.4,13.53,5.1
2018/8/7,29.7,76,0,5.5,1004.4,15.37,5.1
2018/8/8,29.7,75,0.8,11.1,1004.2,21.03,8.6
2018/8/9,29.8,74,0,15.2,1003.3,23.52,7.8
2018/8/10,26.9,92,43.4,10.9,1001.7,8.51,0.6
2018/8/11,26.7,93,71.6,11.3,998.7,4.11,0
